sentence	label
she pointed to jason and seth , who were continuing to guess random names to describe the arch .	1
i mean , who cares !	1
am i right about them ?	1
yes , completely , i said and fought a laugh .	1
dont try to understand or youll get lost in the complicated labyrinths that are their brains .	1
i think this is the most thinking the two have ever done , emily said with a sigh and shook her head , making her pink curls dance .	1
its just sad .	1
i was about to say something else when the dwarf gave a loud cough .	1
jason and seth fell silent , outlined by the eerie glow of the arch .	1
you must know a few things before you enter , the dwarf said , pacing back and forth .	1
he reminded me of a teacher instructing a class .	1
first of all , once you enter , there is a chance that you wont be able to leave for a while .	1
my heart fell at this .	1
second , igneeria is wild and offers little protection .	1
especially at a time like this .	1
he gave us a hard stare .	1
you might get seriously injured , or you might almost die .	1
you must be ready for this .	1
i felt my stomach do sick flip-flops .	1
i wasnt ready .	1
anyway , the dwarf said quickly , obviously seeing our surprised faces , i think all of you can deal with that .	1
shall we go ?	1
seth shrugged , i guess .	1
the answer to that question doesnt really matter .	1
the dwarf held his hand out , shall we go then ?	1
i shrugged , lead the way , shorty .	1
the dwarf gave me an annoyed look and walked towards the arch .	1
i expected him to go right through but he disappeared in a swirl of black mist .	1
jason shrugged and ran in after him .	1
wait jason , emily called .	1
dang , never mind .	1
she disappeared too .	1
i went to follow her and hesitated .	1
seth walked up to me , you nervous ?	1
why shouldnt i be ?	1
i said , shaking .	1
is going to a different world supposed to be vacation-relaxing-in-the-sun easy ?	1
he smirked , i never said that .	1
you implied it , i said , with a roll of my eyes .	1
he sighed and pushed me into the doorway , the dark , swirling mist swallowing me up .	1
i felt his hands leave my back for a second and then they were back .	1
the chilly feeling welcomed me , like a long lost friend .	1
as soon as the mist cleared , i was standing in a forest clearing .	1
the sky was hazy and dreary , making me want to run back to earth .	1
but when i turned around , the door was gone .	1
emily looked terrified , her eyes bigger than the eerie moon above .	1
jason was frozen next to her , eyes darting around at the shadows .	1
the dwarf stood perfectly calm in front of us .	1
no one spoke because there was nothing to say .	1
i heard rustling in the trees and dozens of creatures came thundering out .	1
i noticed thrashers , frost beasts , swamp trolls and many others i have never seen .	1
they lumbered towards us , teeth flashing in the moon light .	1
seth whirled around on the dwarf .	1
you set us up !	1
he hissed , sword drawn .	1
this was all a trap !	1
the dwarf 's eyes widened in alarm , i swear , sir , that i knew nothing of this !	1
i warned you that you must be prepared for anything .	1
seth , i said slowly , placing a hand on his shoulder , do n't attack him , we need him to help us get through igneeria .	1
i felt his shoulder muscle tense under my fingers but he lowered his blade .	1
he did n't sheath it though , because he would need it in the fight .	1
he glowered at the dwarf , do n't think that i trust you , dwarf , he said angrily .	1
you 're only alive because jazell makes a good point .	1
but if i find that you are lying to us , he sliced the air , you 're going to have a lot more problems than you think .	1
the dwarf gulped and looked away .	1
i gripped seth 's shoulder and he turned around to face me .	1
i saw distrust flash in his eyes but he gave me a weak smile .	1
we turned to face the monsters heading for us .	1
seth charged ahead , slicing thrashers and frost beasts .	1
i notched an arrow and released it .	1
it soared into a swamp toll 's head , making it shout out in agony .	1
seth spun around and plunged his sword into the troll 's side .	1
it gave a screech and fell to the floor , dead .	1
emily raised her hands and vines shot from the ground and wrapped around a troll that had tried to crush seth .	1
i aimed an arrow at its chest and the troll fell to the ground next to the others .	1
the last beast fell , dead from jason 's knife , and we all took in a deep breath .	1
seth sheathed his sword and i slung my bow back on my back .	1
emily sat on the ground next to jason , seth and me as the dwarf stood in front of us .	1
sadly , he started , i can not be with you all anymore .	1
i must leave and go back to her ...	1
wait a minute !	1
seth exclaimed , jumping up .	1
you 're leaving us ?	1
you little ... seth !	1
i protested and stepped in front of him .	1
do n't you dare think about killing him .	1
he got us here- and he 's leaving us here in some random place when we have no clue what to do or where we 're going , seth interrupted me .	1
the dwarf shook his head .	1
i 'm very sorry , sir , but her majesty told me to bring you here and then to report back .	1
i must tell her about the ambush , someone knew i was bringing you here .	1
do n't you have to bring us to her ?	1
seth asked .	1
the dwarf cocked his head .	1
no , she will see you when she believes you are ready , he turned around and disappeared into the woods .	1
wait !	1
i yelled and ran after him .	1
wait , jazell , seth called after me and i heard him follow .	1
the trees parted and the dwarf stood in front of me .	1
he gave me a small smile .	1
i do wish you luck , miss .	1
i hope you survive .	1
please help us , i begged .	1
we need your help .	1
he shook his head .	1
i 'm very sorry , miss , but i ca n't .	1
he gave me another smile and was gone .	1
jazell , i heard emily say .	1
i turned around to see her smiling at me .	1
we 'll be fine .	1
emily 's right , seth said .	1
we do n't need him .	1
if he does n't want to help us then it 's his fault if we do n't get where we need to go .	1
we should find somewhere to stay for the night , jason suggested .	1
seth nodded and we followed him deeper into the dark woods .	1
i walked beside emily as the trees passed us .	1
things seemed to watch us from the shadows and i felt like some poor little kid who was afraid to be a victim of a halloween jump-out-of-the-bush scare trick .	1
i shivered in silent fear .	1
emily studied me , are you cold ?	1
do you need to get warmed up ?	1
a little flame of fire flickered to life in her palm .	1
i gave a shaky laugh .	1
no , i 'm not that kind of cold .	1
she put the little flame out .	1
ah , i know what you mean , she said and hugged me .	1
i 'm feeling the same way .	1
but do n't worry , they , she motioned to the boys , do n't have to know .	1
they 'll find out eventually , i mumbled .	1
but that does n't have to been now .	1
i bet they must have some kind of fear themselves .	1
i shivered .	1
it 's like going throw the bogey-man 's home .	1
he must not get a lot of visitors , emily commented .	1
i 'm defiantly not coming over anytime soon .	1
emily laughed and the boys stopped walking .	1
the trees parted to reveal a rock ledge .	1
i spotted a small cave , the entrance covered in thick , twisted bramble .	1
the sky was getting even darker and more ominous when seth turned around to face us .	1
we 'll head for the cave and stay there for the night , seth said .	1
then we 'll set off .	1
emily crossed her arms .	1
who made you in charge ?	1
you have a better idea , emily ?	1
seth snorted .	1
or maybe you 'd prefer to sleep in the open .	1
uh i think i 'll stay with that plan , she said quickly .	1
but you 're a grump seth .	1
she pushed past him and headed the path to the cave .	1
you are , seth , i said .	1
i followed emily , with jason and seth on my heels .	1
when we reached the blocked cave entrance , seth drew his sword and sliced the vines apart .	1
they fell to the ground and the cave was revealed .	1
we walked inside the dimly lit space and i sighed in relief at some safety .	1
the air smelled musty and i had a feeling no one had ever been here .	1
i sat on the floor next to emily and the boys sat on the opposite side of the floor .	1
we should all get some rest , seth said with a yawn .	1
we can figure out what to do next when we wake up .	1
i nodded sleepily and laid down on the hard ground .	1
i closed my eyes , feeling a strange tiredness come over me .	1
i barely heard seth mumbled , i do n't like our situation at all .	1
that night , i had the weirdest dream .	1
i was standing on a dark cliff , the eerie moon high in the sky .	1
the wind whipped at my hair , causing me to see the green strands in front of my eyes .	1
the cold nipped at my cheeks and nose , which i tried to rub back to warmth .	1
i stood at the edge of the cliff and gasped when i looked down .	1
underneath me , hundreds of monsters gathered around a fight .	1
i couldnt see who was fighting inside because a swamp troll blocked my view , but i knew it was brutal the way they whooped at a screech of pain .	1
i wanted to close my eyes and look away , but i was so curious to see what was going on , that i couldnt .	1
the crowd parted to reveal the scariest and most hideous thing ive ever seen .	1
it must have been some type of faery because i could see long , pointed ears sticking up from the sides of its head .	1
long , black hair was stuck out in all directions on top of its head looking slimy and dirty .	1
sharp , twisted horns sat on top of its head , gleaming in the dark .	1
a long , billowing black cloak spiraled out behind it , completely covering the rest of its body .	1
its eyes shined red and full of hate , although there was a terrible smile that danced on its face .	1
victory !	1
it boomed in a chilling voice .	1
the crowds of monsters roared in applause and excitement .	1
the trolls banged their clubs on the ground , on their chests , and even on each other .	1
the howl of a frost beast rose into the night , making me feel even more chilled .	1
i wanted to wake up .	1
but i couldnt .	1
i needed to find out what that thing was and what it had killed .	1
i also had a horrible feeling , deep down that made me know that this wasnt a dream but some type of vision .	1
this was happening in real life , right now in igneeria .	1
that proved that igneeria had worse things to hide than what we thought was bad .	1
the thing walked forward and the crowd parted to make it a path , falling silent .	1
i find myself creeping back until i could barely see the scene below .	1
i was afraid that it would see me .	1
then i got a glimpse of what it had killed and i had to hold back my tears .	1
the poor body of the dwarf who had brought us here was lying in a contorted heap , limbs twisted in all directions .	1
the scene was awful and i had to prevent myself from throwing up .	1
then i knew why they beat and killed him .	1
all the other dwarves were on kojas .	1
this dwarf must have betrayed kojas to bring information to whoever her majesty was and to help us into igneeria .	1
i suddenly knew that this dwarf was much braver than we had given him credit for .	1
i suddenly felt awful because i knew who the thing was .	1
kojas .	1
chapter 7 the little traitor thought he could fool us , kojas announced , but he was wrong .	1
his death does not matter to me but what matters is what he could have said and done against us .	1
he may have spilled too much .	1
but it does not matter !	1
he continued , his voice flowing with reassurance .	1
i have knowledge that the half-lings have entered our world and our grasp .	1
the dwarf may have done us a favor , bringing them here , without knowing it .	1
my help , my prize travels with them .	1
he will bring us to victory , the half-ling boy !	1
the crowd roared louder than ever , fueled by the thought of victory .	1
anger rose inside me with every word kojas said .	1
seth would not help them and the dwarf did n't make a mistake .	1
the only one making the mistake was kojas .	1
the crowd fell silent as he said , we will find them and kill them .	1
than nothing will be in our way !	1
my disbelief grew and a single howl sounded above all .	1
i felt the ground disappear underneath me as i woke up to the safety of the cave .	1
i opened my eyes and had to squint because the light was so strong .	1
i sat up and leaned against the wall , looking around .	1
the sun shone brightly through the cave 's entrance , making dirt particles appear in the air .	1
seth was leaning on the wall , twirling his sword in the dirt , not appearing to notice that i was awake .	1
emily and jason were sitting in the center of the cave , playing some kind of hand game .	1
jason hit emily in the arm and she started yelling at .	1
so , this is typical thing to wake up to .	1
i stood up and walked over to seth .	1
he looked up from the ground and saw my troubled face .	1
what 's wrong , jazell ?	1
i need to speak to you , i said in a low voice , alone .	1
seth nodded in understanding and i followed him out of the cave .	1
we stood off to the side near the edge of the cliff where emily and jason could n't see us .	1
for a minute , i did n't say anything because i did n't know what to say .	1
i hesitated , but knew that if i told anyone about the dream , it would be seth .	1
so what was the point in waiting ?	1
i had a dream last night , i began .	1
only it was n't really a dream , but more of a vision .	1
seth nodded .	1
what was it about ?	1
i told him about the cliff and how kojas had killed the dwarf .	1
i hesitated but told him what kojas said about him too , and i saw him stiffen .	1
i 'm sorry , i found myself saying .	1
seth shook his head .	1
it 's not your fault that he said those things about me .	1
i 'm happy you did n't try to keep it from me .	1
what should we do ?	1
i asked desperately .	1
well we know that the dwarf is dead and that kojas knows we 're here , seth said .	1
we also know he 's going to be looking for all of us .	1
so ?	1
so ?	1
seth mimicked and smiled .	1
we do what we always do .	1
we 'll just step up our game and do a little more running than we 're used to .	1
no problem , right ?	1
ya , i said , feeling the fear creep up again .	1
no problem .	1
jazell , it 's okay to be scared , seth looked me in the eye .	1
i 'll admit to you , only you , that i 'm scared too .	1
no , i said with mock surprise .	1
you ?	1
scared ?	1
never .	1
he gave me a light shove .	1
hey smarty pants do n't be sarcastic with me .	1
i just gave you a huge secret .	1
i laughed and shoved him back , do n't tell me what to do , bossy .	1
well , he teased , at least i 'm not going around making fun of friends who are scared .	1
i opened my mouth to say something smart when i heard a small , ahem , at the cave entrance .	1
i looked over my shoulder to see emily standing there , leaning against the rock wall , smiling in a way that made you happy ... but scared .	1
i mentally braced myself for whatever was coming from my eavesdropping friend .	1
so , she said casually , what are you guys talking loudly about ?	1
uh ... was all my brain could compute .	1
luckily seth saved me .	1
what 's wrong with two crazy , half-ling kids going outside in the morning because they 're both tired of listening to their other two friends bicker while they play hand games ?	1
well , you know it 's weird that you two are talking alone , without letting the rest of us know what it is , she shot back .	1
unless you two are hiding something from us ?	1
nice save , seth .	1
um ...	1
i said .	1
why would we hide anything from you two ?	1
emily put her hands on her hips .	1
i do n't know , but you two are acting like you are hiding something .	1
she stopped and gave me a wicked smile .	1
unless you two were not talking- god no , emily !	1
i interrupted her .	1
no way , we were just trying to get away from you two because i just woke up and you guys are really loud first thing in the morning .	1
she sighed .	1
fine , do n't bite my head off jazell , i was just asking a question .	1
then she turned and disappeared back in the cave .	1
seth let out a huge breath .	1
wow , i 'm glad she left .	1
i had the feeling that she knew we were hiding something .	1
he hunched over me .	1
because we are .	1
do you think we should tell them about my vision ?	1
i asked .	1
he chewed his lip in frustration .	1
maybe we should , but not include the parts about me .	1
seth , i said slowly hoping he did n't get mad at me , we should tell them what 's going on with you eventually .	1
what if kojas comes for you and they have no clue why- no !	1
he said sharply , and the tone of his voice surprised me .	1
i ca n't jazell , i would n't have told you if you had n't ran after me demanding to know what i was hiding .	1
but you 're happy i did , right ?	1
i asked .	1
he looked away .	1
yes i am .	1
it 's a lot better than hiding this on my own .	1
the secret just keeps getting bigger .	1
i rolled my eyes .	1
emily will find out eventually , and when she does , she 'll kill you for keeping a secret from her .	1
let 's hope it is n't until you and i figure this thing out .	1
i nodded and walked back into the cave .	1
emily and jason watched us enter and i swallowed nervously .	1
seth gave me a small nod , signaling me to start telling them about my dream .	1
listen guys , i had a dream , i said and repeated my dream again , minus the part about seth .	1
emily and jason listened to every word i said .	1
when i got to the part about kojas , emily 's mouth made a small o and jason 's eyes widened .	1
my voice shook as i recalled the dwarf 's dead body .	1
that 's awful !	1
emily said , her voice shaking .	1
she hopped over and gave me a small embrace .	1
i 'm sorry you had to see that .	1
uh ... thanks emily , i said and allowed myself to be hugged .	1
she bounced back over to jason 's side and waited for me to continue but there was nothing else to say .	1
i had told her everything i needed to tell her .	1
did she somehow know that i was n't telling her the whole story ?	1
i looked at seth out of the corner of my eye and saw him doing the same .	1
we needed to talk longer and more in depth about the situation we were sharing .	1
so , emily said and tapped her fingers on the cave wall , is that all ?	1
yes .	1
well then , she looked us in the eyes , what are we waiting for ?	1
let 's get a move on and leave this small , damp cave .	1
i shrugged and followed her out .	1
the sky was lit but still had a gloomy feeling mixed in with the warmth .	1
i felt a sense of dread as we entered the never-ending forest again .	1
a few rays fought their way through the thick canopy of trees , making it possible to see what was around you .	1
seth led the way as we followed a faint path through the unknown .	1
i was bringing up the rear of the line , emily in front of me .	1
i watched her cloak swish around her ankles , the rhythm surprisingly soothing to me .	1
the silence was unnatural , and i felt like there should be some kind of sound .	1
i should n't have thought that .	1
out of nowhere i heard a single rattle .	1
then it suddenly stopped .	1
a feeling of unease rose inside of me but i kept walking .	1
then another rattle that did n't end sounded , vibrating all around us .	1
another seemed to join it , then another and another until the noise was unbearably loud .	1
sick , quiet laughter sounded all around us .	1
it giggled and laughed in amusement , shrieking at us .	1
the laughter stopped , but the rattle did n't .	1
but whatever it was , it surrounded us .	1
the four of us pressed together .	1
this is the prey ?	1
a rake-like voice cackled .	1
this is nothing !	1
i saw seth draw his sword and the rest of us readied our weapons .	1
i gripped my bow so hard that i was afraid it might break in two .	1
i heard more screechy laughter .	1
easy kill , another agreed .	1
no challenge , something else piped up .	1
the king under estimates our abilities .	1
it laughed .	1
a voice hissed , we will show him .	1
this was seriously starting to freak me out .	1
it was like the dead were talking to me , and i shivered .	1
then i saw them .	1
they slithered from the shadows of the trees and bushes .	1
there hundreds of them , each easily my height .	1
they were covered in black , grey green scales that were each the size of my hand .	1
they were layered on its body like plated armor .	1
their beady dark , red eyes sent shivers down my spine .	1
i slung my bow back over my shoulder and grabbed my hunter 's knife from its sheath on my side .	1
one stopped and raised its head up towards me .	1
it opened its mouth to reveal rows of sharp , yellow fangs .	1
a chuckle escaped its mouth .	1
what are you going to do with that , half-ling ?	1
it said with a voice that sent needles into my skin .	1
a knife wo n't do a thing against something like me .	1
i almost listened to the thing and started to lower my weapon but i caught myself .	1
my hands started to shake .	1
its eyes glistened with hunger .	1
you ca n't even hold a weapon .	1
so how are you going to save your friends ?	1
i did n't know what it was talking about until i looked over .	1
seth was stiff and frozen , his eyes following one of the snake creatures that was climbing its way up his leg .	1
it twisted itself around his arm and brushed onto his neck .	1
seth swung his sword at the back of the snake but there was a flash and it sliced his arm instead .	1
he winced and dropped his weapon .	1
the snake had wrapped around his neck and was squeezing .	1
i gripped my knife but stopped when the creature snickered from the ground .	1
i would n't do that if i were you , it said .	1
that would n't be wise .	1
why ?	1
i demanded .	1
it would n't be right to help seth ?	1
it hissed in laughter .	1
no , half-ling .	1
if you have n't realized it yet , we change our shapes .	1
your friend already hurt himself learning that .	1
seth was n't looking so good .	1
he was bent over and was grabbing at his neck .	1
i then realized that the snake was now a smaller brown colored snake and had its whole body wrapped completely around his neck .	1
i had an awful feeling that i could n't help seth without hurting him .	1
i was helpless .	1
emily and jason were farther off fighting their own swarm .	1
i could see from here that they were slowly losing too .	1
emily continued to try to fry the creatures or knock them away with air , but it was n't really working .	1
i kept seeing jason 's knives fly off into the woods , or sink into the ground , instead of hitting their mark .	1
and now half-ling , it whispered with joy , you die .	1
it lunged up at me .	1
i had a sudden feeling inside and i stabbed at the creature .	1
it tried to change forms to avoid the knife 's path but somehow my knife stabbed it anyway .	1
it withered and then went still .	1
i gasped as the body fell to the ground and even some of the creatures , around stopped .	1
they murmured among each other , she killed a syphon !	1
she killed one of us .	1
so the awful creatures were called syphons ?	1
what did they want ?	1
i made a mental note to tell emily about this .	1
that is , if all of us didnt die first .	1
they screeched in anger and i felt their eyes on me .	1
every single one was full of burning hatred .	1
but i ignored the feeling and focused on seth .	1
his eyes locked on mine as he wheezed and he sent me a clear message , help .	1
not that i needed his permission anyway , it 's just seth never asked for help .	1
i , again , suddenly knew the syphon 's weakness but i did n't know why or how .	1
i could sense some dark black area on the neck just like a target dot .	1
i stabbed it and the creature gave a dying hiss , falling to the ground too .	1
seth rubbed his neck and grabbed his sword .	1
thanks jazell .	1
no problem , i said .	1
want to rescue the others ?	1
seth grinned , sure , jason is n't going to be happy about me saving his butt .	1
well he can deal , i said and walked quickly towards emily and jason .	1
we better hurry .	1
i reached emily in a few , quick strides , stabbing some syphons that were trying to attack her .	1
she looked up at me and opened her mouth to ask me how the heck i did that but i shook my head .	1
i 'd explain the unexplainable later .	1
aim for the neck !	1
i shouted to the both of them .	1
it 's their weak point .	1
they both nodded in agreement .	1
jason spun around and began to stab them as i suggested .	1
he ducked and i say their number start to drop because of his quick reflexes .	1
the swarm 's size was reduced to half .	1
the syphons were starting to look uneasy , hesitating before they flung themselves at us .	1
it did n't matter to me .	1
retreat !	1
one of the voices yelled .	1
fall back !	1
they gave one more angry hiss at us and disappeared into the woods .	1
the bushes and trees rattled and then the woods were silent .	1
i could hear everyone 's heavy breaths as we turned to face each other .	1
well , actually everyone turned to me .	1
so , i said and wiped the sweat off my knife 's handle , that was something , was n't it ?	1
emily put her hands on her hips .	1
jazell , how the heck did you know how to kill those things ?	1
she shook her head .	1
what were those things ?	1
syphons , i said .	1
i do n't know how i knew where to stab them .	1
i just did , alright ?	1
it was weird .	1
seth shook his head and leaned against a tree .	1
how come you get some random power when the rest of us do n't ?	1
he gave me a fake pout .	1
it 's not fair .	1
i leaned against the tree next to him and rammed my elbow into his side .	1
he winced and i grinned .	1
i did n't ask for the power , seth .	1
but it did save our butts so i 'm happy , i magically gained it .	1
well i hope i get some cool power too , emily said and stretched .	1
whatever , jason said and twirled a knife in his hand .	1
he seemed to go back to say-a-few-words-and-then-say-nothing-which-drives-everyone-crazy .	1
emily made a face at him .	1
wow , thanks so much for the support , jason .	1
that speech was incredible .	1
jason stuck his tongue out .	1
you 're welcome .	1
one day , she mumbled .	1
one darn day ... emily , are you okay ?	1
i asked .	1
her head shot up and she gave me a big smile .	1
yup , never better .	1
i 'm just having a minute to myself .	1
okay ...	1
i trailed off .	1
seth walked over to join us .	1
we should get moving and find somewhere else to stay .	1
if we stay and argue in the forest , something worse is bound to find us .	1
right , lead the way , i said and pushed off the tree .	1
seth nodded and i walked beside him as he led us , once again , through the woods .	1
emily and jason were talking quietly about something which gave us both the opportunity to talk .	1
you think kojas sent them ?	1
i mumbled to him and pushed a branch away .	1
he looked at me from the corner of his eye .	1
obviously , why else would they say that the 'king ' would underestimate them ?	1
you make a good point , i said .	1
why did the syphon attack you ?	1
i lowered my voice so only he could hear me .	1
i thought you said they would n't attack you .	1
he looked uneasy .	1
the syphon said he would be rewarded for grabbing me .	1
i think he was n't trying to kill me but trying to knock me out .	1
so he could bring you to kojas .	1
he nodded but he seemed somewhere else .	1
he sighed and said , i hope they wo n't go too far to achieve that , or it 'll get harder to hide this from emily and jason .	1
i crossed my arms .	1
i told you that we should tell them .	1
but you still refuse to let me- no , he said sternly .	1
no and that 's that .	1
fine , i said and threw my arms in the air .	1
i give up .	1
at least i tried but you 're just too stinking stubborn .	1
seth flashed me a smile .	1
it 's what you love the most about me .	1
i punched him in the arm .	1
who said i loved anything about you .	1
maybe i like puppies more .	1
at least they listen , mostly .	1
ow , that hurts , he said and clutched his side .	1
i laughed and felt the world brighten a bit .	1
you 're so annoying .	1
you can add that to the list .	1
you just love to insult me , seth grinned .	1
is it your new hobby ?	1
it will be if you keep annoying me , i fought the urge to punch him again .	1
he just rolled his eyes at me .	1
he really is the most annoying person i 've ever met besides emily and myself .	1
wow , he was going to have us both beat .	1
i 'm sorry to interrupt your playful banter , but are we actually looking for a place in particular or just some random cave ?	1
emily 's annoyed voice asked us from behind .	1
yes , just a random cave or a place to stay .	1
why ?	1
seth asked , just as annoyed .	1
well , she said , a cave wo n't be found in a forest , so should n't we be finding a way out of the forest ?	1
i know that , emily , he said and pointed to the trees .	1
can you find a way out ?	1
it just goes on and on .	1
i 'm hoping that we find a clearing soon .	1
fine , she said and crossed her arms , i 'm sorry i interrupted your conversation .	1
then she started talking to jason again .	1
seth made a cat noise and clawed the air , someone 's a pussy cat today .	1
be quiet seth or she 'll hurt you , i said and looked over my shoulder .	1
emily seemed to have heard that and she winked at me .	1
i smiled and winked back .	1
seth i 'd be really careful .	1
seth snorted , i 'm not scared of her .	1
i would be , i said and had to fight another smile .	1
i could tell it was getting past noon because the air started to get cooler .	1
i was suddenly really jealous of emily 's long robe .	1
i also was getting hungry and wondered if there was any way to get food in igneeria .	1
a huge rumble startled me and i looked up at the sky .	1
we were in a clearing and i could see the sky clearly .	1
dark clouds covered the sky and a rumble shook the air again .	1
a single drop of water landed on my cheek .	1
oh no , i breathed .	1
another drop landed on my forehead and then on my chin .	1
then they started to pick up speed and i covered my face with my hands .	1
the rain streaked through my hair , soaking it to my head .	1
seth looked extremely annoyed as he stood there , his blue hair plastered to his face .	1
his eyes were half covered by his hair and his eyes locked onto mine .	1
he rolled his eyes and looked away .	1
jason had his arms over his head , trying to keep the rain off his red hair but i already saw dark spots all over it where the rain had escaped his arms .	1
emily 's pink hair was dry and safely under a hood .	1
wait , what ?	1
emily , how come you have a hood ?	1
i had to shout over the rain .	1
she gave me a dazzling smile .	1
i 'm always prepared .	1
this is just great , seth shouted .	1
we better find some shelter because the rest of us are getting soaked to the bone .	1
i 'll take the lead , i said and ran in front of him .	1
you 'll lead us into a dragon 's cave if you take the lead .	1
seth rolled his eyes again .	1
fine !	1
i walked through the trees and took a right .	1
the trees parted and the trees ended .	1
right ahead of me was a cave .	1
found a cave , that was n't too hard seth , i said .	1
right , he said .	1
so what are we waiting for ?	1
let 's go !	1
i ran towards the cave , eager to get out of the rain and into somewhere dry .	1
i stopped in front to catch my breath .	1
emily , jason , and seth ran up behind me and we stared into the cave .	1
i took a deep breath and started to enter the cave .	1
all of a sudden , a roar made me freeze .	1
two nostrils and eyes popped up from the cave .	1
my blood stopped .	1
it was a dragon .	1
chapter 8 i stood , frozen in fear at the sight of the dragon .	1
it stalked towards me .	1
the piercing green eyes bore into mine and i was more scared than i had ever been in all 15 years of my life .	1
jazell move !	1
seth yelled and pushed me behind him so hard , i almost fell over .	1
i caught myself and pulled out my bow , notching an arrow .	1
we all tensed , prepared for a fight .	1
all of a sudden , emily walked towards the dragon .	1
seth yelled at her to get back but she ignored him .	1
she stood right in front of its head and opened her mouth , bizarre sounds started coming out .	1
we all stood there mesmerized as she grunted , growled , snorted and hissed at the dragon .	1
i expected it to just take a huge bite out of her , but it seemed as surprised as we were .	1
emily , what 's going on ?	1
i shouted to her and started to walk over .	1
seth reached out and grabbed my arm .	1
i spun around , suddenly annoyed .	1
he shook his head and nodded over to the dragon .	1
i looked and to my surprise it was bending down to let emily stroke its head .	1
she patted its head and it curled up outside the cave .	1
she bent down to whisper something in its ear and then stood up again .	1
well , she said looking at us , what are you waiting for ?	1
she disappeared in the cave .	1
then she poked her head out .	1
come on !	1
we walked slowly into the cave .	1
i glanced over at the dragon , which was now asleep and making small puffs of smoke in the rain .	1
i sat on the cold stone floor , shivering .	1
i was soaked to the skin and my hair was completely plastered to my head .	1
seth sat next to me and i could see he was shivering too .	1
jason slid down the wall across from us with his eyes closed .	1
i never want to walk again , he mumbled .	1
never .	1
you 're going to have to , dude .	1
we have a lot of walking left to do , seth said wearily .	1
jason groaned and circled up against the wall .	1
emily pulled her hood off and examined herself .	1
she mumbled something and squeezed her sleeves .	1
i feel so heavy and gross .	1
jason 's eyes popped open .	1
why are you complaining ?	1
you 're freaking dryer than all of us and you got some awesome power , too .	1
you ca n't complain .	1
language jason , she scolded .	1
i hate even being a tad wet so i feel like complaining .	1
i just do , so deal .	1
jason scowled and closed his eyes again .	1
i 'm sleeping and if anyone wakes me up and it 's not to kill something , i 'll stab them with my dagger .	1
wow you 're just a sparkly rainbow today , i said .	1
emily shook her head .	1
he 's just a fat crab .	1
maybe i am , jason said , deal .	1
emily sat near the entrance of the cave .	1
i heard jason 's breathing slow down which met he was sleeping .	1
i found myself pressing my shoulder to seth 's , trying to find warmth .	1
heat flowed into my shoulder but it was n't much .	1
oh well , you ca n't always be satisfied .	1
emily , how did you keep that dragon from attacking us ?	1
i asked .	1
you were making funny sounds that made no sense to me .	1
she looked puzzled .	1
what do you mean , i was speaking english and so was the dragon .	1
i shook my head .	1
no you were n't , you were making grunting and growling sounds .	1
that 's odd , i did n't think i was , she said .	1
i told the dragon that we were four half-lings who needed shelter from the rain .	1
then he asked if we were against kojas and i said yes , that he was hunting us .	1
then he told me that he would let us use his cave because he was on our side .	1
then i thanked him and here we are , inside the cave nice and dry .	1
maybe that 's your power , you can speak to dragons , seth suggested .	1
but i do n't understand how you two get powers and we do n't .	1
be patient , i said .	1
yes , emily murmured and stifled a yawn .	1
girls first , seth .	1
have a problem with that ?	1
all right then , he said and leaned against the wall .	1
sweet dreams to you two .	1
yup sweet dreams to us , i said and closed my eyes .	1
goodnight emily .	1
goodnight jazell .	1
i drifted off , feeling surprising comfy against seth 's shoulder and hearing jason softy snore .	1
i opened my eyes to see myself standing in the woods .	1
the sky saw clearer and it was n't raining anymore .	1
it was eerie quiet and as i stood there it felt like i had never left the woods .	1
i heard a voice whispering one word over and over again .	1
jazell ... what ?	1
i called .	1
what do you want ?	1
jazell ... the voice whispered again .	1
jazell .	1
what ?	1
i screamed into the trees .	1
what do you want ?	1
why do you have to repeat my name over and over again , it 's creepy .	1
jazell , beware , it whispered again .	1
beware .	1
i stomped my foot in frustration and yelled , beware of what ?	1
beware , it mumbled back .	1
beware of the shadows .	1
what ?	1
i said , startled .	1
i know how scary shadows are and i do n't need you to tell me that .	1
jazell ... that 's it , i said angrily .	1
i 'm getting an answer for once .	1
i ran towards the voice , which was hard because it sounded like it was everywhere .	1
a bright light flashed and i saw a ghost-like girl disappear in the darkness .	1
my eyes widened as i saw seth and then darkness .	1
but not before the voice said one more thing .	1
beware of each other .	1
*** i opened my eyes and shot up so fast my head collided with seth 's .	1
i clutched my head and said , ow .	1
seth stretched his arm to rub his eyes .	1
what 's wrong ?	1
he asked .	1
i shook my head .	1
nothing .	1
i looked at the beads of sweat on his forehead .	1
what 's wrong with you ?	1
nothing , he said .	1
i 'm just hot because when someone sleeps on someone else , that person kind of gets hot .	1
what do you mean ?	1
he shook his arm .	1
you fell asleep leaning against my arm .	1
were you cold ?	1
my face went red .	1
i did n't mean to , sorry .	1
it 's not a problem , at least no one was cold , he said .	1
i need to tell you something , i said .	1
i had another dream and i saw you in it .	1
it was kind of spooky , actually .	1
really , he said .	1
you were in my dream too .	1
there was a voice calling my name , i said , remembering the creepy dream .	1
it was saying to beware of the shadows .	1
then i saw this ghost-like girl before i saw you .	1
then i woke up .	1
